frame_id,x,y
recording_9262399620441214_frame_810,805.5891235695416,886.8185982709341
recording_9262399620441214_frame_820,818.0053177955141,923.9437896288066
recording_9262399620441214_frame_830,860.0875372195759,936.6194609367247
recording_9262399620441214_frame_840,754.1566946215966,787.0299734790951
recording_9262399620441214_frame_850,822.2795207093071,962.7080047140568
recording_9262399620441214_frame_860,716.4573409785353,1113.3797439583732
recording_9262399620441214_frame_870,879.825975801323,854.1363686852072
recording_9262399620441214_frame_880,861.6891674277556,985.4426877437375
recording_9262399620441214_frame_890,796.2177472166431,872.387782981164
recording_9262399620441214_frame_900,877.4157631180019,890.8881195605165
recording_9262399620441214_frame_910,882.7118472750807,898.6363207325338
recording_9262399620441214_frame_920,823.4974133755383,965.0713015948826
recording_9262399620441214_frame_930,920.6207206541528,879.3945983649858
recording_9262399620441214_frame_940,767.5975448705931,996.2023645626114
recording_9262399620441214_frame_950,817.2883250851398,1023.2292850096649
recording_9262399620441214_frame_960,882.1114718325163,1150.3908270547975
recording_9262399620441214_frame_970,849.925703541807,950.8493581727965
recording_9262399620441214_frame_980,902.3835940391494,987.6664474484996
recording_9262399620441214_frame_990,657.261818803387,780.9229034432349
recording_9262399620441214_frame_1000,850.9091402426809,988.0665602783374
recording_9262399620441214_frame_1010,788.7901642336175,800.5121693860998
recording_9262399620441214_frame_1020,424.4854983223612,923.1342410406708
recording_9262399620441214_frame_1030,1054.6499620032112,698.3841503457556
recording_9262399620441214_frame_1040,815.6371637187763,765.1411492958968
recording_9262399620441214_frame_1050,712.8665664205137,924.7577757511193
recording_9262399620441214_frame_1060,921.6358927744086,982.5680999412259
recording_9262399620441214_frame_1070,932.4182375187414,917.0024959891814
recording_9262399620441214_frame_1080,936.4551671006271,995.666492953956
recording_9262399620441214_frame_1090,923.4313000838198,1063.763165621126
recording_9262399620441214_frame_1100,802.887779717832,823.0463879087054
recording_9262399620441214_frame_1110,697.0973676525531,963.3948558931695
recording_9262399620441214_frame_1120,861.3992230608118,809.6891202740053
recording_9262399620441214_frame_1130,914.3662384584178,759.0922890942305
recording_9262399620441214_frame_1140,922.7177560577346,900.6508719671222
recording_9262399620441214_frame_1150,677.1913602832847,1033.879114635828
recording_9262399620441214_frame_1160,881.721415496721,890.2676901995319
recording_9262399620441214_frame_1170,788.642008089085,789.5897261986935
recording_9262399620441214_frame_1180,825.1723218875492,856.3738351877773
recording_9262399620441214_frame_1190,932.4045702602103,929.9546642811947
recording_9262399620441214_frame_1200,883.3396405078292,1073.1966059140007
recording_9262399620441214_frame_1210,846.2077985390916,965.1081176592916
recording_9262399620441214_frame_1220,837.8777711359563,759.555834644218
recording_9262399620441214_frame_1230,876.288224583177,915.4121911056404
recording_9262399620441214_frame_1240,695.6555429175851,803.3786083443715
recording_9262399620441214_frame_1250,657.4827179278911,858.4706579270631
recording_9262399620441214_frame_1260,662.4295263197827,996.7211423578194
recording_9262399620441214_frame_1270,1119.6307438526728,807.1076004498519
recording_9262399620441214_frame_1280,795.5649730750215,757.6464245340649
recording_9262399620441214_frame_1290,754.3850292323827,1039.7196440329858
recording_9262399620441214_frame_1300,890.1834116746461,1122.3574808149062
recording_9262399620441214_frame_1310,515.663214714113,894.7852946253447
recording_9262399620441214_frame_1320,813.1151213620833,959.5303528930212
recording_9262399620441214_frame_1330,1106.0130668668862,805.74226339965
recording_9262399620441214_frame_1340,913.3034168697992,1002.5355163578085
recording_9262399620441214_frame_1350,1064.9586327056272,692.6906808260647
recording_9262399620441214_frame_1360,850.8419876758198,896.5594863970764
recording_9262399620441214_frame_1370,755.1581230871668,1030.6275187989568
recording_9262399620441214_frame_1380,815.9292592064553,951.6536875300377
recording_9262399620441214_frame_1390,771.7234016374658,957.4722694497739
recording_9262399620441214_frame_1400,879.9619183229061,872.1510354827244
recording_9262399620441214_frame_1410,778.8302148215286,984.9044818004536
recording_9262399620441214_frame_1420,717.0573058770116,821.8451362103752
recording_9262399620441214_frame_1430,871.7690062366161,904.4629156936493
recording_9262399620441214_frame_1440,863.9236739573388,953.209306274651
recording_9262399620441214_frame_1450,741.1257717188228,915.6943184519133
